Mot,Prononciation,Type,Warn_code,Warn_label
bonsaïfiassiez,bɔ̃.za.ji.fja.sje,verbe_flexion,-,-
bonsaïfiassions,bɔ̃.za.ji.fja.sjɔ̃,verbe_flexion,-,-
bonsaïfication,bɔ̃.za.ji.fi.ka.sjɔ̃,nom,-,-
bonsaïfications,bɔ̃.za.ji.fi.ka.sjɔ̃,nom_flexion,-,-
bonsaïfie,bɔ̃.za.ji.fi,verbe_flexion,-,-
bonsaïfient,bɔ̃.za.ji.fi,verbe_flexion,-,-
bonsaïfier,bɔ̃.za.ji.fje,verbe,-,-
bonsaïfiera,bɔ̃.za.ji.fi.ʁa,verbe_flexion,-,-
bonsaïfierai,bɔ̃.za.ji.fi.ʁe,verbe_flexion,-,-
bonsaïfieraient,bɔ̃.za.ji.fi.ʁɛ,verbe_flexion,-,-
bonsaïfierais,bɔ̃.za.ji.fi.ʁɛ,verbe_flexion,-,-
bonsaïfierait,bɔ̃.za.ji.fi.ʁɛ,verbe_flexion,-,-
bonsaïfieras,bɔ̃.za.ji.fi.ʁa,verbe_flexion,-,-
bonsaïfierez,bɔ̃.za.ji.fi.ʁe,verbe_flexion,-,-
bonsaïfieriez,bɔ̃.za.ji.fi.ʁje,verbe_flexion,-,-
bonsaïfierions,bɔ̃.za.ji.fi.ʁjɔ̃,verbe_flexion,-,-
bonsaïfierons,bɔ̃.za.ji.fi.ʁɔ̃,verbe_flexion,-,-
bonsaïfieront,bɔ̃.za.ji.fi.ʁɔ̃,verbe_flexion,-,-
bonsaïfies,bɔ̃.za.ji.fi,verbe_flexion,-,-
bonsaïfiez,bɔ̃.za.ji.fje,verbe_flexion,-,-
bonsaïfiiez,bɔ̃.za.ji.fi.je,verbe_flexion,-,-
bonsaïfiions,bɔ̃.za.ji.fi.jɔ̃,verbe_flexion,-,-
bonsaïfions,bɔ̃.za.ji.fjɔ̃,verbe_flexion,-,-
bonsaïfiâmes,bɔ̃.za.ji.fjam,verbe_flexion,-,-
bonsaïfiât,bɔ̃.za.ji.fja,verbe_flexion,-,-
bonsaïfiâtes,bɔ̃.za.ji.fjat,verbe_flexion,-,-
bonsaïfièrent,bɔ̃.za.ji.fjɛʁ,verbe_flexion,-,-
bonsaïfié,bɔ̃.za.ji.fje,verbe_flexion,-,-
bonsaïfiée,bɔ̃.za.ji.fje,verbe_flexion,-,-
bonsaïfiées,bɔ̃.za.ji.fje,verbe_flexion,-,-
bonsaïfiés,bɔ̃.za.ji.fje,verbe_flexion,-,-
bonzaïfia,bɔ̃.za.ji.fja,verbe_flexion,-,-
bonzaïfiai,bɔ̃.za.ji.fje,verbe_flexion,-,-
bonzaïfiaient,bɔ̃.za.ji.fjɛ,verbe_flexion,-,-
bonzaïfiais,bɔ̃.za.ji.fjɛ,verbe_flexion,-,-
bonzaïfiait,bɔ̃.za.ji.fjɛ,verbe_flexion,-,-
bonzaïfiant,bɔ̃.za.ji.fjɑ̃,verbe_flexion,-,-
bonzaïfias,bɔ̃.za.ji.fja,verbe_flexion,-,-
bonzaïfiasse,bɔ̃.za.ji.fjas,verbe_flexion,-,-
bonzaïfiassent,bɔ̃.za.ji.fjas,verbe_flexion,-,-
bonzaïfiasses,bɔ̃.za.ji.fjas,verbe_flexion,-,-
bonzaïfiassiez,bɔ̃.za.ji.fja.sje,verbe_flexion,-,-
bonzaïfiassions,bɔ̃.za.ji.fja.sjɔ̃,verbe_flexion,-,-
bonzaïfie,bɔ̃.za.ji.fi,verbe_flexion,-,-
bonzaïfient,bɔ̃.za.ji.fi,verbe_flexion,-,-
bonzaïfier,bɔ̃.za.ji.fje,verbe,-,-
bonzaïfiera,bɔ̃.za.ji.fi.ʁa,verbe_flexion,-,-
bonzaïfierai,bɔ̃.za.ji.fi.ʁe,verbe_flexion,-,-
bonzaïfieraient,bɔ̃.za.ji.fi.ʁɛ,verbe_flexion,-,-
bonzaïfierais,bɔ̃.za.ji.fi.ʁɛ,verbe_flexion,-,-
bonzaïfierait,bɔ̃.za.ji.fi.ʁɛ,verbe_flexion,-,-
bonzaïfieras,bɔ̃.za.ji.fi.ʁa,verbe_flexion,-,-
bonzaïfierez,bɔ̃.za.ji.fi.ʁe,verbe_flexion,-,-
bonzaïfieriez,bɔ̃.za.ji.fi.ʁje,verbe_flexion,-,-
bonzaïfierions,bɔ̃.za.ji.fi.ʁjɔ̃,verbe_flexion,-,-
bonzaïfierons,bɔ̃.za.ji.fi.ʁɔ̃,verbe_flexion,-,-
bonzaïfieront,bɔ̃.za.ji.fi.ʁɔ̃,verbe_flexion,-,-
bonzaïfies,bɔ̃.za.ji.fi,verbe_flexion,-,-
bonzaïfiez,bɔ̃.za.ji.fje,verbe_flexion,-,-
bonzaïfiiez,bɔ̃.za.ji.fi.je,verbe_flexion,-,-
bonzaïfiions,bɔ̃.za.ji.fi.jɔ̃,verbe_flexion,-,-
bonzaïfions,bɔ̃.za.ji.fjɔ̃,verbe_flexion,-,-
bonzaïfiâmes,bɔ̃.za.ji.fjam,verbe_flexion,-,-
bonzaïfiât,bɔ̃.za.ji.fja,verbe_flexion,-,-
bonzaïfiâtes,bɔ̃.za.ji.fjat,verbe_flexion,-,-
bonzaïfièrent,bɔ̃.za.ji.fjɛʁ,verbe_flexion,-,-
bonzaïfié,bɔ̃.za.ji.fje,verbe_flexion,-,-
bonzaïfiée,bɔ̃.za.ji.fje,verbe_flexion,-,-
bonzaïfiées,bɔ̃.za.ji.fje,verbe_flexion,-,-
bonzaïfiés,bɔ̃.za.ji.fje,verbe_flexion,-,-
bookcrosser,bu.kʁɔ.sœʁ,nom,-,-
bookcrosser,bu.kʁɔ.se,verbe,-,-
bookcrossing,kʁɔs.bu.kiŋ,nom,-,-
boot,buːt,nom_num=1,err_phonemes,ː
bootloader,but.low.dœʁ,nom,-,-
boots,buːt,nom_flexion|num=1,err_phonemes,ː
booélien,bu.le.jɛ̃,adjectif,-,-
boscottes,bɔ.sko,nom_flexion,-,-
boscottes,bɔ.sko,adjectif_flexion,-,-
botellón,bɔ.te.ˈjɔn,nom,err_letters,ó
botticellien,bɔ.ti.tʃɛ.ljɛ̃,adjectif,-,-
botticellienne,bɔ.ti.tʃɛ.ljɛn,nom,-,-
botticellienne,bɔ.ti.tʃɛ.ljɛn,adjectif_flexion,-,-
botticelliennes,bɔ.ti.tʃɛ.ljɛn,adjectif_flexion,-,-
botticelliens,bɔ.ti.tʃɛ.ljɛ̃,adjectif_flexion,-,-
botélistes,bɔ.te.lis,nom_flexion,-,-
boueiradour,bʷeɪʁaduʁ,nom,err_phonemes,ʷ
bouillable,bu.jabl̥,adjectif,err_phonemes,̥
bouillables,bu.jabl̥,adjectif_flexion,err_phonemes,̥
bouldozeur,byl.do.zœʁ,nom,-,-
bouldozeurs,byl.do.zœʁ,nom_flexion,-,-
boulinière,bu.li.nj,nom,-,-
boumoisienne,buʁ.mwa.zjɛn,adjectif_flexion,-,-
boumoisiennes,buʁ.mwa.zjɛn,adjectif_flexion,-,-
bounty,bun.ˈti,nom,-,-
bountys,bun.ˈti,nom_flexion,-,-
bourgerot,buʁ.ʒə.ro,nom,err_phonemes,r
bourgerots,buʁ.ʒə.ro,nom_flexion,err_phonemes,r
bourré,bu.re,verbe_flexion,err_phonemes,r
boursillemens,buʁ.siʎ.mɑ̃,nom_flexion,err_phonemes,ʎ
bouérer,bʷeɪʁe,verbe,err_phonemes,ʷ
boète,bwɛːt,nom,err_phonemes,ː
boètes,bwɛːt,nom_flexion,err_phonemes,ː
bque,bɑ̃k,nom,-,-
bques,bɑ̃k,nom_flexion,-,-
brachychorées,bʁa.ki.kɔ.ʁə,nom_flexion,-,-
brachytécies,brɑ.ki.te.si,nom_flexion,err_phonemes,r
brachyœsophages,bʁa.ky.e.zɔ.faʒ,nom_flexion,-,-
bradycardique,bʁa.ki.kaʁ.dik,adjectif,-,-
branchouillarde,bʁɑ̃.ʃu.jaʁ,nom_flexion,-,-
branchouillardes,bʁɑ̃.ʃu.jaʁ,nom_flexion,-,-
brandillemens,bɑ̃.diʎ.mɑ̃,nom_flexion,err_phonemes,ʎ
brandillement,bɑ̃.dij.mɑ̃,nom,-,-
brandillements,bɑ̃.dij.mɑ̃,nom_flexion,-,-
brandy,bʁan.de,nom,-,-
branquignolles,bʁɑ.ki.ɲɔl,nom_flexion,-,-
braquoir,bʁak.vwaʁ,nom,-,-
braquoirs,bʁak.vwaʁ,nom_flexion,-,-
brasser,bʁɑː.se,verbe_num=1,err_phonemes,ː
breadboard,bʁɛdˌbɔːd,nom,err_phonemes,ˌ
breakfast,bʁɛk.fœst,nom,-,-
breakfasts,bʁɛk.fœst,nom_flexion,-,-
brehons,bʁə.ɔ̃,nom_flexion,-,-
breitschwanz,bʁɛtʃvɑ̃ts,nom,-,-
bretécherien,brə.te.ʃe.rjɛ̃,adjectif,err_phonemes,r
bretécherienne,brə.te.ʃe.rjɛn,adjectif_flexion,err_phonemes,r
bretécheriennes,brə.te.ʃe.rjɛn,adjectif_flexion,err_phonemes,r
bretécheriens,brə.te.ʃe.rjɛ̃,adjectif_flexion,err_phonemes,r
brexiteur,bʁɛɡ.zi.təʁ,nom,-,-
brexiteurs,bʁɛɡ.zi.təʁ,nom_flexion,-,-
brigue,ˈbʁiɡa,nom_num=2,-,-
brigues,bʁi.ɡa,nom_flexion|num=2,-,-
bringuebaler,bʁɛ̃k(ə).ba.le,verbe,-,-
brions,bʁɔ̃,verbe_flexion,-,-
briscard,bris.kaʁ,nom,err_phonemes,r
brièrent,bʁɛʁ,verbe_flexion,-,-
briées,bʁe,verbe_flexion,-,-
briés,bʁjɛ,adjectif_flexion,-,-
briés,bʁe,verbe_flexion,-,-
bronchectasies,bʁɔ.ʃɛk.ta.zi,nom_flexion,-,-
bronco,bʁɔ̃n.ko,nom,-,-
broncos,bʁɔ̃n.ko,nom_flexion,-,-
brossière,bʁɔ.sjəʁ,nom_flexion,-,-
brossue,bʁo.su,adjectif_flexion,-,-
brouhahatoires,a.tɑ̃.ta.twaʁ,adjectif_flexion,-,-
broussaillemens,bʁu.sɑʎ.mɑ̃,nom_flexion,err_phonemes,ʎ
brumales,bʁy.ma,adjectif_flexion,-,-
brunschvicgien,bʁœ̃s.vi.kjɛ̃,adjectif,-,-
brunschvicgienne,bʁœ̃s.vi.kjɛn,adjectif_flexion,-,-
brunschvicgiennes,bʁœ̃s.vi.kjɛn,adjectif_flexion,-,-
brunschvicgiennes,bʁœ̃s.vi.kjɛn,nom_flexion,-,-
brunschvicgiens,bʁœ̃s.vi.kjɛ̃,nom_flexion,-,-
brunschvicgiens,bʁœ̃s.vi.kjɛ̃,adjectif_flexion,-,-
bruxomanie,bʁi.kɔ.ma.ni,nom,-,-
brythonique,bʁi.tɔ̃.nik,adjectif,-,-
brythoniques,bʁi.tɔ̃.nik,adjectif_flexion,-,-
bryton,bʁy.tɔ̃,nom,-,-
bréhaigne,bʁe.ɛnj,adjectif,-,-
bréhaigne,bʁe.ɛnj,adverbe,-,-
bréhaigne,bʁe.ɛnj,nom,-,-
bréhaignes,bʁe.ɛnj,nom_flexion,-,-
bréhaignes,bʁe.ɛnj,adjectif_flexion,-,-
bsr,bɔ̃.swaʁ,interjection,-,-
buffs,bœf,nom_flexion,-,-
buissonniers,bɥi.sɔ.njɛ,nom_flexion,-,-
buprofézine,by.pʁɔ.ze.fin,nom,-,-
burmese,bəʁ.miz,nom,-,-
burmeses,bəʁ.miz,nom_flexion,-,-
bâillemens,bɑ.iʎ.mɑ̃,nom_flexion,err_phonemes,ʎ
bâillonnemens,ba.iʎ.ɔn.mɑ̃,nom_flexion,err_phonemes,ʎ
bâtonne,bɔ.tɔn,verbe_flexion,-,-
bâul,bol,adjectif,-,-
bâuls,bol,adjectif_flexion,-,-
bâ’,ba,nom,-,-
béhaï,be.hɑ.i,adjectif,err_phonemes,h
béhaï,be.hɑ.i,nom,err_phonemes,h
béhaïe,be.hɑ.i,adjectif_flexion,err_phonemes,h
béhaïe,be.hɑ.i,nom,err_phonemes,h
béhaïes,be.hɑ.i,nom_flexion,err_phonemes,h
béhaïes,be.hɑ.i,adjectif_flexion,err_phonemes,h
béhaïs,be.hɑ.i,nom_flexion,err_phonemes,h
béhaïs,be.hɑ.i,adjectif_flexion,err_phonemes,h
béhors,be.ʔɔʁ,nom,err_phonemes,ʔ
béhourdis,be.ʔuʁ.di,nom,err_phonemes,ʔ
bésɨro,be.si.ʁo,nom,err_letters,ɨ
bêtes,bɛt(ə),adjectif_flexion,-,-
bābī,bɑ.bi,nom,err_letters,ī
bābī,bɑ.bi,adjectif,err_letters,ī
bābīs,bɑ.bi,nom_flexion,err_letters,ī
bœotien,be.ɔ.sjɛ,adjectif,-,-
c,sɛ,verbe_flexion,-,-
cabinettardes,ka.bi.nɛ.taʁ,nom_flexion,-,-
cacatuidé,kɔ.ʁa.si.i.de,adjectif,-,-
cacemphate,ka.sɛ̃.fat,nom,-,-
cacemphates,ka.sɛ̃.fat,nom_flexion,-,-
cactarium,ˈkak.ta.ʁjɔm,nom,-,-
cactariums,ˈkak.ta.ʁjɔm,nom_flexion,-,-
cadaas,ka.dɑ,nom_flexion,-,-
cadméenne,kad.me.ɛ.ɛn,adjectif_flexion,-,-
cadméennes,kad.me.ɛ.ɛn,adjectif_flexion,-,-
caf’conc,kaf.kɔ̃s,nom,-,-
caf’conc’,kaf.kɔ̃s,nom,-,-
cahba,kah.ba,nom,err_phonemes,h
cahbas,kah.ba,nom_flexion,err_phonemes,h
caillemens,kaʎ.mɑ̃,nom_flexion,err_phonemes,ʎ
cajotte,ka.ʃɔt,nom,-,-
cajuniser,ka.ʒœ̃.ni.ze,verbe,-,-
cajuns,ka.dʒɛ̃,adjectif_flexion,-,-
cajuns,ka.djɛ̃,adjectif_flexion,-,-
calamanco,ka.la.mɑ.ko,nom,-,-
calamancos,ka.la.mɑ.ko,nom_flexion,-,-
calenchâtes,ka.lɑ̃.ʃɑːt,verbe_flexion,err_phonemes,ː
calice,kɑːlis,interjection,err_phonemes,ː
callipyges,ka.li.piːʒ,adjectif_flexion,err_phonemes,ː
callunaie,ka.ly.ne,nom,-,-
callunaies,ka.ly.ne,nom_flexion,-,-
caloporteuse,ka.lɔ.pɔʁ.tœʁ,adjectif_flexion,-,-
caloporteuses,ka.lɔ.pɔʁ.tœʁ,adjectif_flexion,-,-
caluc,ka.ly,nom,-,-
calçâmes,kal.sɛ,verbe_flexion,-,-
cambriolable,kɑ̃.bʁʁi.ɔ.labl,adjectif,-,-
canadian,kə.ne.djœn,adjectif,-,-
canadians,kə.ne.djœn,adjectif_flexion,-,-
canap’,ka.nap,nom,-,-
candombe,kɑ̃.dɔ̃m.be,nom,-,-
candrabindu,tʃan.dʁa.bin.du,nom,-,-
canichana,ka.ni.t͡ʃa.na,nom,-,-
cannib’s,ka.nibz,nom,-,-
canoteuses,ka.nɔ.tœʁ,nom_flexion,-,-
canzona,kɑ̃t.sɔna,nom,-,-
canzone,kɑ̃t.sɔn,nom,-,-
canzones,kɑ̃t.sɔn,nom_flexion,-,-
canzonette,kɑ̃.dzɔ.nɛt,nom,-,-
canzonettes,kɑ̃.dzɔ.nɛt,nom_flexion,-,-
canzoni,kɑ̃t.sɔni,nom_flexion,-,-
capillamens,ka.pi.ʎa.mɑ̃,nom_flexion,err_phonemes,ʎ
cappuccino,ka.pu.t͡ʃi.no,nom,-,-
capucino,ka.put.ʃi.no,nom,-,-
capucinos,ka.put.ʃi.no,nom_flexion,-,-
caquette,ka.ɡwɛt,nom_num=3,-,-
carboxyhémoglobine,ka.bɔk.si.e.mɔ.ɡlɔ.bin,nom,-,-
carboxyhémoglobines,ka.bɔk.si.e.mɔ.ɡlɔ.bin,nom_flexion,-,-
carillonnemens,ka.ʁi.ʎɔn.mɑ̃,nom_flexion,err_phonemes,ʎ
carillonner,ka.ʁ.jʁɔ.ne,verbe,-,-
carnavaliste,kaʁ.na.val.ʁist,nom,-,-
carnavalistes,kaʁ.na.val.ʁist,nom_flexion,-,-
carnotset,kar.nɔ.t͡sɛ,nom,err_phonemes,r
carnotsets,kar.nɔ.t͡sɛ,nom_flexion,err_phonemes,r
carnotzet,kar.nɔ.t͡sɛ,nom,err_phonemes,r
carnotzets,kar.nɔ.t͡sɛ,nom_flexion,err_phonemes,r
carognes,ka.ʁɔnj,nom_flexion,-,-
carottière,ka.ʁɔ.tje,nom_flexion,-,-
carottières,ka.ʁɔ.tje,nom_flexion,-,-
caroyenne,ka.ʁɔ.tin,adjectif_flexion,-,-
carriôler,ka.jʁo.le,verbe,-,-
cataphases,ka.ta.faʒ,nom_flexion,-,-
cateler,ka.tə.te,verbe,-,-
catholiciser,ʁə.ka.to.li.si.ze,verbe,-,-
catéchétiques,ka.te.ʃik,adjectif_flexion,-,-
catéchétiques,ka.te.ʃik,nom_flexion,-,-
caténine,ka.tas.te.nin,nom,-,-
caténines,ka.tas.te.nin,nom_flexion,-,-
caudillos,ka.o.di.jo,nom_flexion,-,-
cauts,kɔ,adjectif_flexion,-,-
cavillemens,ka.viʎ.mɑ̃,nom_flexion,err_phonemes,ʎ
cavineña,ka.vi.ne.ŋa,nom,err_letters,ñ
cavitje,ka.vitʃ,nom,-,-
cavitjes,ka.vitʃ,nom_flexion,-,-
cawcher,ka.ʃɛʁ,adjectif,-,-
cawchère,ka.ʃɛʁ,adjectif,-,-
cawneys,ka.ne,nom_flexion,-,-
cc,ku.ku,interjection,-,-
cdlt,kɔʁ.djal.mɑ̃,adverbe,-,-
cdr,ku.dœʁ,nom,-,-
cdrs,ku.dœʁ,nom_flexion,-,-
celticisme,sɛlt.ti.sism,nom,-,-
cendres,sɑdʁ,verbe_flexion,-,-
cendriette,sa.dʁi.jɛt,nom,-,-
cendriettes,sa.dʁi.jɛt,nom_flexion,-,-
cenellier,sə.nɛ.ljɛ,nom,-,-
cenelliers,sə.nɛ.ljɛ,nom_flexion,-,-
cephalæe,se.fa.le,nom,-,-
cephalæes,se.fa.le,nom_flexion,-,-
cerma,kʲɛʁ.ma,nom,err_phonemes,ʲ
cf,kɔ̃.fɛʁ,verbe,-,-
chadburn,ʃad.bøʁn,nom,-,-
chadburns,ʃad.bøʁn,nom_flexion,-,-
chafiis,ʃa.fi,nom_flexion,-,-
chainsaws,tʃen.sɑ,nom_flexion,-,-
challengent,tʃa.lɛndʒ,verbe_flexion,-,-
challenges,tʃa.lɛndʒ,verbe_flexion,-,-
challenges,tʃa.lɛndʒ,nom_flexion,-,-
champcueillois,ʃɑ̃.kø.jwa,adjectif,-,-
champcueilloise,ʃɑ̃.kø.jwaz,adjectif_flexion,-,-
champcueilloises,ʃɑ̃.kø.jwaz,adjectif_flexion,-,-
champoier,ʃɑ̃.pwa.jɛ,verbe,-,-
champ’,ʃɑ̃p,nom,-,-
changeuse,ʃɑ̃.ʒœʁ,adjectif_flexion,-,-
changeuses,ʃɑ̃.ʒœʁ,adjectif_flexion,-,-
changxing’ien,tʃaŋ.ksiŋ.jɛ̃,adjectif,-,-
chaná,ʃa.na,nom,err_letters,á
chaplîe,ʃa.pli,adjectif_flexion,-,-
chaplîes,ʃa.pli,adjectif_flexion,-,-
chaplîs,ʃa.pli,adjectif_flexion,-,-
chavençonnais,ʃa.ʁɑ̃.sɔ.nɛ,adjectif,-,-
cha’ban,ʃa.ban,nom,-,-
cheats,tʃiːt,nom_flexion,err_phonemes,ː
cheh,ʃɛh,interjection,err_phonemes,h
cherveusiens,ʃə.vʁø.zjɛ̃,adjectif_flexion,-,-
cheth,xɛt,nom,err_phonemes,x
cheuler,ʃøː.le,verbe,err_phonemes,ː
chevrettaise,z,adjectif_flexion,-,-
chevrettaises,z,adjectif_flexion,-,-
chevêchettes,ʃe.vɛː.ʃɛt,nom_flexion,err_phonemes,ː
chiade,jad,nom,-,-
chiapacan,tʃa.pa.kɑ̃,nom,-,-
chiapacans,tʃa.pa.kɑ̃,nom_flexion,-,-
chicards,i.kaʁ,adjectif_flexion,-,-
chiching,tʃi.tʃiɲ,onomatopée,-,-
chih,ʃi,nom,-,-
chikungunye,ʃi.kun.ɡuɲ,verbe_flexion,-,-
chikungunyent,ʃi.kun.ɡuɲ,verbe_flexion,-,-
chikungunyes,ʃi.kun.ɡuɲ,verbe_flexion,-,-
chimane,t͡ʃi.ma.ne,nom,-,-
chimane,t͡ʃi.ma.ne,adjectif,-,-
chinottos,kiˈno.to,nom_flexion,-,-
chipaya,ʃi.pa.ya,nom,-,-
chipaya,t͡ʃi.pa.ya,nom,-,-
chipaya,ʃi.pa.ya,adjectif,-,-
chipewyan,tʃi.pe.wan,nom,-,-
chiptune,tʃip.tjun,nom,-,-
chiqueuses,ʃi.kœʁ,nom_flexion,-,-
chiquitano,t͡ʃi.ki.ta.no,nom,-,-
chiro,ki.rɔ,nom,err_phonemes,r
chitlásha,tʃi.tla.ʃa,nom,err_letters,á
chitláshas,tʃi.tla.ʃa,nom_flexion,err_letters,á
chlorofluorocarbones,klɔ.ʁɔ.fly.ɔ.ʁɔ.ka.bɔn,nom_flexion,-,-
chlorphénamine,klɔ.ʁɔ.fe.na.min,nom,-,-
chloruration,klɔʁ.ʁy.ʁa.sjɔ̃,nom,-,-
chlorurations,klɔʁ.ʁy.ʁa.sjɔ̃,nom_flexion,-,-
cholinestérase,kɔ.lin.stə.ʁaz,nom,-,-
cholinestérases,kɔ.lin.stə.ʁaz,nom_flexion,-,-
cholélithe,kɔ.le.tit,nom,-,-
cholélithes,kɔ.le.tit,nom_flexion,-,-
cholépoeèse,kɔ.le.pɛ.ɛz,nom,-,-
cholépoeèses,kɔ.le.pɛ.ɛz,nom_flexion,-,-
chondral,kɔ.dʁal,adjectif,-,-
chondrale,kɔ.dʁal,adjectif_flexion,-,-
chondrales,kɔ.dʁal,adjectif_flexion,-,-
chondraux,kɔ.dʁo,adjectif_flexion,-,-
choriocarcinome,kɔ.ʁjɔ̃.kaʁ.si.nɔm,nom,-,-
choriocarcinomes,kɔ.ʁjɔ̃.kaʁ.si.nɔm,nom_flexion,-,-
choriocentèse,kɔ.ʁjɔ̃.sɛ̃.tɛz,nom,-,-
choriocentèses,kɔ.ʁjɔ̃.sɛ̃.tɛz,nom_flexion,-,-
chorionique,kɔ.ʁjɔ̃.nik,adjectif,-,-
chorioniques,kɔ.ʁjɔ̃.nik,nom_flexion,-,-
chouinegomme,ʃwiŋ.ɡɔm,nom,-,-
chouinegommes,ʃwiŋ.ɡɔm,nom_flexion,-,-
choukes,ʃu.kə,nom_flexion,-,-
chourun,ʃu.ʁɛ̃,nom,-,-
chouruns,ʃu.ʁɛ̃,nom_flexion,-,-
choéromancie,kɔ.e.ʁe.o.mɑ̃.si,nom,-,-
choéromancies,kɔ.e.ʁe.o.mɑ̃.si,nom_flexion,-,-
chpens,ʃpents,nom,-,-
christophobies,kʁiʁs.tɔ.fɔ.bi,nom_flexion,-,-
chtekr,ʃtekr,nom,err_phonemes,r
chácobo,ʃa.ko.bo,nom,err_letters,á
chácobo,ʃa.ko.bo,adjectif,err_letters,á
châble,ʃɑːbl,nom_num=1,err_phonemes,ː
châble,ʃɑːbl,nom_num=2,err_phonemes,ː
chérokîe,ʃe.ʁɔ.ki,adjectif_flexion,-,-
chérokîes,ʃe.ʁɔ.ki,adjectif_flexion,-,-
chérokîs,ʃe.ʁɔ.ki,adjectif_flexion,-,-
chétognathes,ɔ.ni.kɔ.fɔʁ,nom_flexion,-,-
chîʻite,ʃi.it,nom,err_letters,ʻ
chîʻite,ʃi.it,adjectif,err_letters,ʻ
chîʻites,ʃi.it,adjectif_flexion,err_letters,ʻ
chóptse,tʃɔp.tse,nom,err_letters,ó
ch’ol,tʃɔl,nom,-,-
ciabata,tʃa.ba.ta,nom,-,-
ciabatas,tʃa.ba.ta,nom_flexion,-,-
ciabatta,tʃa.ba.ta,nom,-,-
ciabatta,tʃja.ba.ta,nom,-,-
ciao,tʃa.o,interjection,-,-
ciao,tʃaw,interjection,-,-
cibak,tʃi.bak,nom,-,-
cicadomorphe,mɑ̃.bʁa.sid,nom,-,-
cicadomorphes,mɑ̃.bʁa.sid,nom_flexion,-,-
cie,kɔ̃.pa.ɲi,nom,-,-
cigalière,si.ɡa.lie,nom,-,-
cigalières,si.ɡa.lie,nom_flexion,-,-
cillemens,siʎ.mɑ̃,nom_flexion,err_phonemes,ʎ
ciluba,tʃi.lu.ba,nom,-,-
cinqcentiste,sɛ̃.sɑ̃.tist,nom,-,-
cinqcentistes,sɛ̃.sɑ̃.tist,nom_flexion,-,-
cioranesque,tʃjo.ʁa.nɛsk,adjectif,-,-
cisaillemens,si.za.ʎmɛ̃,nom_flexion,err_phonemes,ʎ
cisleithane,si.slɛ.tɑ̃,adjectif_flexion,-,-
cisleithanes,si.slɛ.tɑ̃,adjectif_flexion,-,-
citersiens,sis.tɛʁ.sjɛ̃,adjectif_flexion,-,-
citharèdique,si.ta.ʁɛd,adjectif,-,-
citharèdiques,si.ta.ʁɛd,adjectif_flexion,-,-
citre,sitr,nom,err_phonemes,r
clapping,klapɪŋ,nom,err_phonemes,ɪ
claquebois,klak.bwɑ,nom,-,-
claymores,klə.mɔʁ,nom_flexion,-,-
clean,kliːn,adjectif,err_phonemes,ː
cleph,kle,nom,-,-
clephs,kle,nom_flexion,-,-
cleptocratique,klɛp.tɔ.kʁa.si,adjectif,-,-
club,klʏb,nom,err_phonemes,ʏ
cludjaire,kly.jɛʁ,nom,-,-
cludjaires,kly.jɛʁ,nom_flexion,-,-
coache,kotʃ,verbe_flexion,-,-
coachent,kotʃ,verbe_flexion,-,-
coaches,kotʃ,verbe_flexion,-,-
coaches,kɔtʃ,nom_flexion,-,-
coachs,kɔtʃ,nom_flexion,-,-
cobalteux,kɔ.bal.tik,adjectif,-,-
cobalthérapie,kɔ.balt.te.ʁa.pi,nom,-,-
cobalthérapies,kɔ.balt.te.ʁa.pi,nom_flexion,-,-
cocatalyseur,ka.ta.li.zœʁ,adjectif,-,-
coccinellidés,kɔk.si.nɛ.li.dɛ,nom,-,-
cocufieuse,kɔ.ky.fjøzøz,nom,-,-
codécouvreuse,ko.de.ku.vʁœʁ,nom_flexion,-,-
coeurlait,kœʁ.lɛ,nom,-,-
coffreuse,kɔ.fʁœʁ,nom_flexion,-,-
cognition,kɔ.ni.sjɔ̃,nom,-,-
cognitivement,kɔ.ni.tiv.mɑ̃,adverbe,-,-
cognitiviser,kɔ.ni.ti.vi.ze,verbe,-,-
cognitivisme,kɔ.ni.ti.vism,nom,-,-
cohérée,kɔ.ee.ʁe,verbe_flexion,-,-
cohérées,kɔ.ee.ʁe,verbe_flexion,-,-
cohérés,kɔ.ee.ʁe,verbe_flexion,-,-
coings,kwɛ̃,nom_flexion,-,-
coir,kɔ̃ʁ,nom,-,-
coking,kɔ.kiɲ,nom,-,-
cokings,kɔ.kiɲ,nom_flexion,-,-
cokéifiable,ko.fej.fi.abl,adjectif,-,-
cokéifiables,ko.fej.fi.abl,adjectif_flexion,-,-
colchicoside,kɔ.ʃi.ko.zid,nom,-,-
colchicosides,kɔ.ʃi.ko.zid,nom_flexion,-,-
colinéaire,ko.liˈneɛʁ,adjectif,-,-
colluctants,t,adjectif_flexion,-,-
collétère,kɔl.tɛʁ,nom,-,-
coloc’,ko.lɔk,nom,-,-
coloniales,ko.loˈnjal,adjectif_flexion,-,-
columbium,kɔ.lɛ̃.bjɔm,nom,-,-
colón,kɔ.lɔn,nom,err_letters,ó
combava,kɔ̃.ba.wa,nom,-,-
combiennièmes,kɔ̃.bjɛ̃.tjɛm,pronom interrogatif_flexion,-,-
combiennièmes,kɔ̃.bjɛ̃.tjɛm,adjectif interrogatif_flexion,-,-
combinateur,kɔ.bi.na.tœʁ,nom,-,-
combinateurs,kɔ.bi.na.tœʁ,nom_flexion,-,-
