Mot,Prononciation,Type,Warn_code,Warn_label
DJ,di.dʒe,nom,err_lower_case,D_as_first_letter
DL50,de.ɛl sɛ̃.kɑ̃t,nom,err_lower_case,D_as_first_letter
DVDD,disk vi.de.o a dy.ʁe de.tɛʁ.mi.ne,nom,err_lower_case,D_as_first_letter
EDK,ø.de.kɑ,nom,err_lower_case,E_as_first_letter
ENE½E,ɛst nɔ.ʁ‿ɛst də.mi ɛst,nom,err_lower_case,E_as_first_letter
ENE½N,ɛst nɔ.ʁ‿ɛst də.mi nɔʁ,nom,err_lower_case,E_as_first_letter
ESE½E,ɛst sy.d‿ɛst də.mi ɛst,nom,err_lower_case,E_as_first_letter
ESE½S,ɛst sy.d‿ɛst də.mi syd,nom,err_lower_case,E_as_first_letter
ET,i.ti,nom_num=1,err_lower_case,E_as_first_letter
E¼NE,ɛst kaʁ nɔ.ʁ‿ɛst,nom,err_lower_case,E_as_first_letter
E¼SE,ɛst kaʁ sy.d‿ɛst,nom,err_lower_case,E_as_first_letter
FBI,ɛf.bi.aj,nom propre,err_lower_case,F_as_first_letter
GB,ɡʁo bwa,nom,err_lower_case,G_as_first_letter
GI,dʒi.aj,nom,err_lower_case,G_as_first_letter
J2EE,ʒi.dø.ø,nom,err_lower_case,J_as_first_letter
JSON,dʒej.sɔn,nom,err_lower_case,J_as_first_letter
LPO,ɛl.pɛ.o,nom_num=2,err_lower_case,L_as_first_letter
MBA,ɛm.bi.eɪ,nom,err_lower_case,M_as_first_letter
MCCC,ɛm.tʁwa.se,nom,err_lower_case,M_as_first_letter
MP*,ɛm.pe.e.twal,nom,err_lower_case,M_as_first_letter
MT,mø.tø,nom_num=1,err_lower_case,M_as_first_letter
NBA,ɛn.bi.e,nom propre,err_lower_case,N_as_first_letter
NE¼E,nɔ.ʁ‿ɛst ka.ʁ‿ɛst,nom,err_lower_case,N_as_first_letter
NE¼N,nɔ.ʁ‿ɛst kaʁ nɔʁ,nom,err_lower_case,N_as_first_letter
NE½E,nɔ.ʁ‿ɛst də.mi ɛst,nom,err_lower_case,N_as_first_letter
NE½N,nɔ.ʁ‿ɛst də.mi nɔʁ,nom,err_lower_case,N_as_first_letter
NNE½E,nɔʁ nɔ.ʁ‿ɛst də.mi ɛst,nom,err_lower_case,N_as_first_letter
NNE½N,nɔʁ nɔ.ʁ‿ɛst də.mi nɔʁ,nom,err_lower_case,N_as_first_letter
NNO½N,nɔʁ nɔ.ʁ‿wɛst də.mi nɔʁ,nom,err_lower_case,N_as_first_letter
NNO½O,nɔʁ nɔ.ʁ‿wɛst də.mi wɛst,nom,err_lower_case,N_as_first_letter
NO¼N,nɔ.ʁ‿wɛst kaʁ nɔʁ,nom,err_lower_case,N_as_first_letter
NO¼O,nɔ.ʁ‿wɛst ka.ʁ‿wɛst,nom,err_lower_case,N_as_first_letter
NO½N,nɔ.ʁ‿wɛst də.mi nɔʁ,nom,err_lower_case,N_as_first_letter
NO½O,nɔ.ʁ‿wɛst də.mi wɛst,nom,err_lower_case,N_as_first_letter
NRG,ɛn.ɛʁ.ʒi,nom,err_lower_case,N_as_first_letter
N¼NE,nɔʁ kaʁ nɔ.ʁ‿ɛst,nom,err_lower_case,N_as_first_letter
N¼NO,nɔʁ kaʁ nɔ.ʁ‿wɛst,nom,err_lower_case,N_as_first_letter
OK,o.ke,interjection,err_lower_case,O_as_first_letter
OK,ɔ.kɛ,interjection,err_lower_case,O_as_first_letter
OKLM,o.ka.ɛl.l‿ɛm,interjection,err_lower_case,O_as_first_letter
ONO½N,wɛst nɔ.ʁ‿wɛst də.mi nɔʁ,nom,err_lower_case,O_as_first_letter
ONO½O,wɛst nɔ.ʁ‿wɛst də.mi wɛst,nom,err_lower_case,O_as_first_letter
OPM,o.pɛ.ɛm,nom,err_lower_case,O_as_first_letter
OSO½O,wɛst sy.d‿wɛst də.mi wɛst,nom,err_lower_case,O_as_first_letter
OSO½S,wɛst sy.d‿wɛst də.mi syd,nom,err_lower_case,O_as_first_letter
O¼NO,wɛst kaʁ nɔ.ʁ‿wɛst,nom,err_lower_case,O_as_first_letter
O¼SO,wɛst kaʁ sy.d‿wɛst,nom,err_lower_case,O_as_first_letter
PB,pə.ti bwa,nom,err_lower_case,P_as_first_letter
PC*,pe.se.e.twal,nom,err_lower_case,P_as_first_letter
PSI*,pe.ɛs.i.e.twal,nom,err_lower_case,P_as_first_letter
RJ45,ɛʁ.ʒi.kaʁ.ɑ̃t.sɛ̃k,nom,err_lower_case,R_as_first_letter
SAH,sɑ̃.s‿ɑ̃.ti.ɔ.ʁɛʁ,nom,err_lower_case,S_as_first_letter
SAR,sɔ̃.n‿al.tɛs ʁwa.jal,pronom,err_lower_case,S_as_first_letter
SDECE,sdɛk,nom propre,err_lower_case,S_as_first_letter
SE¼E,sy.d‿ɛst ka.ʁ‿ɛst,nom,err_lower_case,S_as_first_letter
SE¼S,sy.d‿ɛst kaʁ syd,nom,err_lower_case,S_as_first_letter
SE½E,sy.d‿ɛst də.mi ɛst,nom,err_lower_case,S_as_first_letter
SE½S,sy.d‿ɛst də.mi syd,nom,err_lower_case,S_as_first_letter
SH,sɑ̃.s‿ɔ.ʁɛʁ,nom,err_lower_case,S_as_first_letter
SMS+,ɛs.ɛm.ɛs.plys,nom,err_lower_case,S_as_first_letter
SO¼O,sy.d‿wɛst ka.ʁ‿wɛst,nom,err_lower_case,S_as_first_letter
SO¼S,sy.d‿wɛst kaʁ syd,nom,err_lower_case,S_as_first_letter
SO½O,sy.d‿wɛst də.mi wɛst,nom,err_lower_case,S_as_first_letter
SO½S,sy.d‿wɛst də.mi syd,nom,err_lower_case,S_as_first_letter
SPARQL,spaʁ.kœl,nom propre,err_lower_case,S_as_first_letter
SS2I,ɛs.ɛs.dø.zi,nom,err_lower_case,S_as_first_letter
SSE½E,syd sy.d‿ɛst də.mi ɛst,nom,err_lower_case,S_as_first_letter
SSE½S,syd sy.d‿ɛst də.mi syd,nom,err_lower_case,S_as_first_letter
SSII,ɛs.ɛs.dø.zi,nom,err_lower_case,S_as_first_letter
SSO½O,syd sy.d‿wɛst də.mi wɛst,nom,err_lower_case,S_as_first_letter
SSO½S,syd sy.d‿wɛst də.mi syd,nom,err_lower_case,S_as_first_letter
SVP,sil.vu.plɛ,interjection,err_lower_case,S_as_first_letter
S¼SE,syd kaʁ sy.d‿ɛst,nom,err_lower_case,S_as_first_letter
S¼SO,syd kaʁ sy.d‿wɛst,nom,err_lower_case,S_as_first_letter
TFAI,te.ɛf.a.i ou tfaj,nom propre,err_lower_case,T_as_first_letter
TFT,te ɜf te,nom,err_lower_case,T_as_first_letter
TGB,tʁɜ ɡʁo bwa,nom,err_lower_case,T_as_first_letter
TPIY,te.pe.i.ɡʁɛk,nom,err_lower_case,T_as_first_letter
UKG,ju.ke.ʒe,nom,err_lower_case,U_as_first_letter
VIP,vi.aj.pi,nom,err_lower_case,V_as_first_letter
WC,we.se,nom,err_lower_case,W_as_first_letter
WC,ve.se,nom,err_lower_case,W_as_first_letter
WE,wi.kɛnd,nom,err_lower_case,W_as_first_letter
WEI,ˈwaj ou ˈwɛj,nom,err_lower_case,W_as_first_letter
ÈV,də l‿ɛʁ vyl.ɡɛʁ,nom,err_lower_case,È_as_first_letter
(2S),dø ɛs,nom,err_lower_case,(_as_first_letter
(2S),dø.zjɛm sɛk.sjɔ̃,nom,err_lower_case,(_as_first_letter
"2,5D",dø viʁ.ɡyl sɛ̃k de,nom,err_lower_case,2_as_first_letter
4D,tʁwa.de,adjectif,err_lower_case,4_as_first_letter
4X4,katʁ.katʁ,adjectif,err_lower_case,4_as_first_letter
4X4,katʁ.katʁ,nom,err_lower_case,4_as_first_letter
4X4,kat.kat,adjectif,err_lower_case,4_as_first_letter
4X4,kat.kat,nom,err_lower_case,4_as_first_letter
8K,ɥi.ka,nom,err_lower_case,8_as_first_letter
A2C,ɛj tu si,nom,err_lower_case,A_as_first_letter
A380,a.tʁwa.sɑ̃.katʁə.vɛ̃,nom,err_lower_case,A_as_first_letter
A48,a ka.ʁɑ̃.tɥit,nom propre,err_lower_case,A_as_first_letter
Aa,aː,nom propre,err_lower_case,A_as_first_letter
Aadorf,aː.doʁf,nom propre,err_lower_case,A_as_first_letter
Aalandais,aː.lɑ̃.dɛ,nom,err_lower_case,A_as_first_letter
Aalandais,oː.lɑ̃.dɛ,nom,err_lower_case,A_as_first_letter
Aalandaise,oː.lɑ̃.dɛz,nom,err_lower_case,A_as_first_letter
Aalandaise,aː.lɑ̃.dɛz,nom,err_lower_case,A_as_first_letter
Aalandaises,oː.lɑ̃.dɛz,nom_flexion,err_lower_case,A_as_first_letter
Aalandaises,aː.lɑ̃.dɛz,nom_flexion,err_lower_case,A_as_first_letter
Aalborg,ɔl.bɔʁɡ,nom propre,err_lower_case,A_as_first_letter
Aalen,aː.lən,nom propre,err_lower_case,A_as_first_letter
Aarburg,aːʁ.buʁɡ,nom propre,err_lower_case,A_as_first_letter
Aarhus,ɔ.ʁus,nom propre,err_lower_case,A_as_first_letter
Ab,al.bit,symbole,err_lower_case,A_as_first_letter
Abadía,a.ba.dja,nom propre,err_lower_case,A_as_first_letter
Abadín,a.ba.din,nom propre,err_lower_case,A_as_first_letter
Abbaretz,a.ba.ʁɛ,nom propre,err_lower_case,A_as_first_letter
Aberdeen,a.bəʁ.diːn,nom propre,err_lower_case,A_as_first_letter
Abidjan,a.bi.d͡ʒɑ̃,nom propre,err_lower_case,A_as_first_letter
Ablainois,a.blɛ̃.nwa,nom,err_lower_case,A_as_first_letter
Ablainoise,a.blɛ̃.nwaz,nom,err_lower_case,A_as_first_letter
Ablainoises,a.blɛ̃.nwaz,nom_flexion,err_lower_case,A_as_first_letter
Abélarde,a.be.laʁ,prénom_genre=f,err_lower_case,A_as_first_letter
Acariaz,a.ka.ʁja,nom propre,err_lower_case,A_as_first_letter
Achenheim,a.xən.(h)ajm,nom propre,err_lower_case,A_as_first_letter
Achenheimois,a.xən.(h)aj.mwa,nom,err_lower_case,A_as_first_letter
Achenheimoise,a.xən.(h)aj.mwaz,nom,err_lower_case,A_as_first_letter
Achenheimoises,a.xən.(h)aj.mwaz,nom_flexion,err_lower_case,A_as_first_letter
Achunoise,a.ʃye.nwaz,nom,err_lower_case,A_as_first_letter
Achunoises,a.ʃye.nwaz,nom_flexion,err_lower_case,A_as_first_letter
Achênoise,a.xʃɛ.nwaz,nom,err_lower_case,A_as_first_letter
Acquistapace,akkwista patʃe,nom de famille,err_lower_case,A_as_first_letter
Acéen,a.sé.ɛ̃,nom,err_lower_case,A_as_first_letter
Acéenne,a.sé.ɛn,nom,err_lower_case,A_as_first_letter
Adiós,a.djɔs,nom propre,err_lower_case,A_as_first_letter
Adyguée,a.di.ɡɛ,nom propre,err_lower_case,A_as_first_letter
Aerts,arts,nom propre,err_lower_case,A_as_first_letter
Agimontoises,z,nom_flexion,err_lower_case,A_as_first_letter
Ahunoise,a.œ̃.nwaz,nom,err_lower_case,A_as_first_letter
Ahunoises,a.œ̃.nwaz,nom_flexion,err_lower_case,A_as_first_letter
Aineffoises,z,nom_flexion,err_lower_case,A_as_first_letter
Airbnb,ɛʁ.bi.ɛn.bi,nom propre,err_lower_case,A_as_first_letter
Aischoises,z,nom_flexion,err_lower_case,A_as_first_letter
Aisemontoises,z,nom_flexion,err_lower_case,A_as_first_letter
Aizanville,ɛ.zɔ̃.vil,nom propre,err_lower_case,A_as_first_letter
Alairacois,a.lɛʁ.kwa,nom,err_lower_case,A_as_first_letter
Alairacoise,a.lɛʁ.kwaz,nom,err_lower_case,A_as_first_letter
Alat,aˈlat,nom,err_lower_case,A_as_first_letter
Albillycien,al.bi.ji.sjɛ̃nɛ̃,nom,err_lower_case,A_as_first_letter
Alerini,a.le.ʁI.ni,nom de famille,err_lower_case,A_as_first_letter
Algolsheim,al.ɡɔls.(h)ajm,nom propre,err_lower_case,A_as_first_letter
Allauch,a.lo,nom propre,err_lower_case,A_as_first_letter
Alleinois,a.lɛ̃.nwa,nom,err_lower_case,A_as_first_letter
Alleinoise,a.lɛ̃.nwaz,nom,err_lower_case,A_as_first_letter
Alleinoises,a.lɛ̃.nwaz,nom_flexion,err_lower_case,A_as_first_letter
Allouagnais,a.lwa.ŋɛ,nom,err_lower_case,A_as_first_letter
Allouagnaise,a.lwa.ŋɛz,nom,err_lower_case,A_as_first_letter
Almería,al.me.ʁja,nom propre,err_lower_case,A_as_first_letter
Alongs,a.lɔ̃ŋ,nom_flexion,err_lower_case,A_as_first_letter
Altenheim,al.tən.(h)ajm,nom propre,err_lower_case,A_as_first_letter
Aluur,a.luʁ,nom,err_lower_case,A_as_first_letter
Amadourienne,a.ma.du.ʁjɛnɛ̃ɛn,nom,err_lower_case,A_as_first_letter
Amalfitaines,a.mal.fi.tɛ̃n,nom_flexion,err_lower_case,A_as_first_letter
Ambleville,ɛ̃.blə.vil,nom propre,err_lower_case,A_as_first_letter
Amifontaine,a.mi.fɔ̃.tɛ̃n,nom propre,err_lower_case,A_as_first_letter
Amplepuisienne,plə.pɥi.zjɛn,nom,err_lower_case,A_as_first_letter
Ancônitaine,ɑ̃.kɔ.ni.tɛ̃nɛn,nom,err_lower_case,A_as_first_letter
Andolsheim,an.dɔls.(h)ajm,nom propre,err_lower_case,A_as_first_letter
Andreinais,ɑ̃.dʁɛ̃.nɛ,nom,err_lower_case,A_as_first_letter
Andreinaise,ɑ̃.dʁɛ̃.nɛz,nom,err_lower_case,A_as_first_letter
Andreinaises,ɑ̃.dʁɛ̃.nɛz,nom_flexion,err_lower_case,A_as_first_letter
Andréens,ɑ̃.dʁe.a.tɛ̃,nom_flexion,err_lower_case,A_as_first_letter
Anicetoise,a.ni.sɛ.kwaz,nom,err_lower_case,A_as_first_letter
Anjoutey,ɑ̃.ʒu.teː,nom propre,err_lower_case,A_as_first_letter
Annoire,a.naʁ,nom propre,err_lower_case,A_as_first_letter
Anost,a.no,nom propre,err_lower_case,A_as_first_letter
Ansouis,ɑ̃.sɥis,nom propre,err_lower_case,A_as_first_letter
Antici,ɑ̃.ti.tʃi,nom,err_lower_case,A_as_first_letter
Antrainais,ɑ̃.tʁɛ̃.nɛ,nom,err_lower_case,A_as_first_letter
Antrainaise,ɑ̃.tʁɛ̃.nɛz,nom,err_lower_case,A_as_first_letter
Antrainaises,ɑ̃.tʁɛ̃.nɛz,nom_flexion,err_lower_case,A_as_first_letter
Apaté,a.pa.té,nom propre,err_lower_case,A_as_first_letter
Apple,ˈa.pəl,nom propre,err_lower_case,A_as_first_letter
Aramonais,a.ʁa.mɔ̃.nɛ,nom,err_lower_case,A_as_first_letter
Aramonaise,a.ʁa.mɔ̃.nɛz,nom,err_lower_case,A_as_first_letter
Aramonaises,a.ʁa.mɔ̃.nɛz,nom_flexion,err_lower_case,A_as_first_letter
Arberèches,aʁ.bə.rɛʃ,nom,err_lower_case,A_as_first_letter
Archibald,aʁ.ʃi.bal,prénom_genre=m,err_lower_case,A_as_first_letter
Arikaras,a.ri.ka.ra,nom,err_lower_case,A_as_first_letter
Arlod,aʁ.lo,nom propre,err_lower_case,A_as_first_letter
Armagnacot,aʁ.ma.ɲa.k,nom,err_lower_case,A_as_first_letter
Arnavaise,aʁ.n.vɛz,nom,err_lower_case,A_as_first_letter
Arnavaises,aʁ.n.vɛz,nom_flexion,err_lower_case,A_as_first_letter
Arnayonnaise,aʁ.n.jɔ.nɛz,nom,err_lower_case,A_as_first_letter
Arnayonnaises,aʁ.n.jɔ.nɛz,nom_flexion,err_lower_case,A_as_first_letter
Arras,a.ʁɑːs,nom propre,err_lower_case,A_as_first_letter
Artassenx,aʁ.ta.sɑ̃,nom propre,err_lower_case,A_as_first_letter
Artolsheim,aʁ.tɔls.(h)ajm,nom propre,err_lower_case,A_as_first_letter
Artolsheimois,aʁ.tɔls.(h)aj.mwa,nom,err_lower_case,A_as_first_letter
Artolsheimoise,aʁ.tɔls.(h)aj.mwaz,nom,err_lower_case,A_as_first_letter
Artolsheimoises,aʁ.tɔls.(h)aj.mwaz,nom_flexion,err_lower_case,A_as_first_letter
Artzenheim,aʁ.tsən.(h)ajm,nom propre,err_lower_case,A_as_first_letter
Ascéennes,s.se.ɛn,nom_flexion,err_lower_case,A_as_first_letter
Ashleigh,aʃ.li,nom propre,err_lower_case,A_as_first_letter
Ashleigh,aʃ.li,nom de famille,err_lower_case,A_as_first_letter
Ashleigh,aʃ.li,prénom_genre=mf,err_lower_case,A_as_first_letter
Aspriéroise,z,nom,err_lower_case,A_as_first_letter
Asunción,a.sun.sjɔn,nom propre,err_lower_case,A_as_first_letter
Auenheim,aw.ən.(h)ajm,nom propre,err_lower_case,A_as_first_letter
Auray,o.ʁɛ],nom propre,err_lower_case,A_as_first_letter
Aurèle,o.ʁel,prénom_genre=m,err_lower_case,A_as_first_letter
Authumes,ɑ̃.tym,nom propre,err_lower_case,A_as_first_letter
Autrechêne,otχəʃɛːn,nom propre,err_lower_case,A_as_first_letter
Avenheim,a.vən.(h)ajm,nom propre,err_lower_case,A_as_first_letter
Avenheim,a.fən.(h)ajm,nom propre,err_lower_case,A_as_first_letter
Avoise,a.waz,nom propre,err_lower_case,A_as_first_letter
Avolsheim,a.fɔls.(h)ajm,nom propre,err_lower_case,A_as_first_letter
Avolsheim,a.vɔls.(h)ajm,nom propre,err_lower_case,A_as_first_letter
Avoriaz,a.vɔ.ʁja,nom propre,err_lower_case,A_as_first_letter
Avranchin,a.vʁɑ.ʃɛ̃,nom propre,err_lower_case,A_as_first_letter
Avranchin,a.vʁɑ.ʃɛ̃,nom,err_lower_case,A_as_first_letter
Ayn,a.jɛ̃,nom propre,err_lower_case,A_as_first_letter
B2B,bi.tu.bi,nom,err_lower_case,B_as_first_letter
B2C,bi.tu.si,nom,err_lower_case,B_as_first_letter
Bactérie,bal.tɛ.ʁi,nom propre,err_lower_case,B_as_first_letter
Bah,baː,nom de famille,err_lower_case,B_as_first_letter
Baiecomien,be.kɔ.mjɛ̃,nom,err_lower_case,B_as_first_letter
Baiecomiens,be.kɔ.mjɛ̃,nom_flexion,err_lower_case,B_as_first_letter
Baiecomélien,be.kɔ.me.ljɛ̃,nom,err_lower_case,B_as_first_letter
Baiecoméliens,be.kɔ.me.ljɛ̃,nom_flexion,err_lower_case,B_as_first_letter
Baieriverain,be.ʁiv.ʁɛ̃,nom,err_lower_case,B_as_first_letter
Baieriverains,be.ʁiv.ʁɛ̃,nom_flexion,err_lower_case,B_as_first_letter
Baieriverin,be.ʁiv.ʁɛ̃,nom,err_lower_case,B_as_first_letter
Baieriverins,be.ʁiv.ʁɛ̃,nom_flexion,err_lower_case,B_as_first_letter
Baievillien,be.vi.ljɛ̃,nom,err_lower_case,B_as_first_letter
Baievilliens,be.vi.ljɛ̃,nom_flexion,err_lower_case,B_as_first_letter
Baievillois,be.vi.lwa,nom,err_lower_case,B_as_first_letter
Bakongos,bɑ.kɔ̃.ŋɡo,nom,err_lower_case,B_as_first_letter
Balavé,ba.la.le,nom propre,err_lower_case,B_as_first_letter
Baldenheim,bal.dən.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Baldersheim,bal.dəʁs.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Balto,lə bal.to,nom propre_num=3,err_lower_case,B_as_first_letter
Baltzenheim,bal.tsən.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Bantzenheim,ban.tsən.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Bardousiennes,baʁ.bu.zjɛn,nom_flexion,err_lower_case,B_as_first_letter
Bartenheim,baʁ.tən.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Bassacois,ka.ba.swa,nom,err_lower_case,B_as_first_letter
Battenheim,ba.tən.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Baupte,bot,nom propre,err_lower_case,B_as_first_letter
Baâlons,bɑːlɔ̃,nom propre,err_lower_case,B_as_first_letter
Bd,bod,symbole,err_lower_case,B_as_first_letter
Bde,bʁi.ɡad,nom,err_lower_case,B_as_first_letter
Bdes,bʁi.ɡad,nom_flexion,err_lower_case,B_as_first_letter
Beauchêne,bo.ʃɛːn,nom propre,err_lower_case,B_as_first_letter
Beaupréau,bo.pʁo,nom propre,err_lower_case,B_as_first_letter
Beauvoir,bo.waʁ,nom propre,err_lower_case,B_as_first_letter
Beblenheim,be.blən.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Behlenheim,be.lən.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Beinheim,bajn.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Belau,bə.lɑʊ,nom propre_num=1,err_lower_case,B_as_first_letter
Belhadj,bɛl.hadʒ,nom de famille,err_lower_case,B_as_first_letter
Beowulf,be.wulf,nom propre,err_lower_case,B_as_first_letter
Bergheim,bɛʁk.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Bernex,bɛʁ.nɛ,nom propre,err_lower_case,B_as_first_letter
Bernie,bœɹ.ni,prénom_genre=m,err_lower_case,B_as_first_letter
Bernolsheim,bɛʁ.nɔls.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Berstheim,bɛʁst.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Beynost,be.no,nom propre,err_lower_case,B_as_first_letter
Beyrouthines,bɛ.ru.tin,nom_flexion,err_lower_case,B_as_first_letter
Biblisheim,bi.blis.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Bibost,bi.bɔ,nom propre,err_lower_case,B_as_first_letter
Biesheim,bis.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Bietlenheim,bi.tlən.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Bihar,bi.haʁ,nom propre,err_lower_case,B_as_first_letter
Biltzheim,bils.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Bilwisheim,bil.vis.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Bindernheim,bin.dəʁn.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Bischheim,biʃ.(h)ajm,nom propre_num=1,err_lower_case,B_as_first_letter
Bischoffsheim,bi.ʃofs.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Bissau,bi.sa.o,nom propre,err_lower_case,B_as_first_letter
Bitoliens,bi.tɔ.lj,nom_flexion,err_lower_case,B_as_first_letter
Bjorn,bjøʁn,prénom_genre=m,err_lower_case,B_as_first_letter
Bjørn,bjøʁn,prénom_genre=m,err_lower_case,B_as_first_letter
Bjørn,bjɔʁn,prénom_genre=m,err_lower_case,B_as_first_letter
Blaesheim,blɛs.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Blaesheimois,blɛs.(h)aj.mwa,nom,err_lower_case,B_as_first_letter
Blaesheimoise,blɛs.(h)aj.mwaz,nom,err_lower_case,B_as_first_letter
Blaesheimoises,blɛs.(h)aj.mwaz,nom_flexion,err_lower_case,B_as_first_letter
Blankenberge,blɑ̃.kən.beʁɡ,nom propre,err_lower_case,B_as_first_letter
Blankenberghe,blɑ̃.kən.beʁɡ,nom propre,err_lower_case,B_as_first_letter
Blegny,ble.ni,nom propre,err_lower_case,B_as_first_letter
Blodelsheim,blo.dəls.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Blotzheim,blɔtz.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Blueseabien,blu.si.bjɛ̃,nom,err_lower_case,B_as_first_letter
Blueseabiens,blu.si.bjɛ̃,nom_flexion,err_lower_case,B_as_first_letter
Bluetooth,blu.tus,nom,err_lower_case,B_as_first_letter
Blæsheim,blɛs.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Blæsheimois,blɛs.(h)aj.mwa,nom,err_lower_case,B_as_first_letter
Blæsheimoise,blɛs.(h)aj.mwaz,nom,err_lower_case,B_as_first_letter
Blæsheimoises,blɛs.(h)aj.mwaz,nom_flexion,err_lower_case,B_as_first_letter
Bmore,bi.mɔʁ,nom,err_lower_case,B_as_first_letter
Bogotá,bɔ.ɡɔ.ta,nom propre,err_lower_case,B_as_first_letter
Boisbriannais,bwɑ.bʁi.ja.nɛ,nom,err_lower_case,B_as_first_letter
Boisdesfilionnais,bwɑ.dɛ.fi.ljɔ.nɛ,nom,err_lower_case,B_as_first_letter
Boisdesfillionnais,bwɑ.dɛ.fi.ljɔ.nɛ,nom,err_lower_case,B_as_first_letter
Bolbec,bul.be,nom propre,err_lower_case,B_as_first_letter
Bolsenheim,bɔl.sən.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Bon,ba.ta.jɔ̃,nom_num=1,err_lower_case,B_as_first_letter
Bongo,bɔ̃n.ɡo,nom,err_lower_case,B_as_first_letter
Bonte,Bɔnt,nom de famille,err_lower_case,B_as_first_letter
Boofzheim,bofts.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Bootzheim,bots.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Bornholm,bɔʁn.holm,nom propre,err_lower_case,B_as_first_letter
Boumerdès,bu.meʁ.das,nom propre,err_lower_case,B_as_first_letter
Boumoisien,buʁ.mwa.zjɛ̃,nom,err_lower_case,B_as_first_letter
Boumoisienne,buʁ.mwa.zjɛn,nom,err_lower_case,B_as_first_letter
Boumoisiennes,buʁ.mwa.zjɛn,nom_flexion,err_lower_case,B_as_first_letter
Bounty,bun.ˈti,nom,err_lower_case,B_as_first_letter
Bountys,bun.ˈti,nom_flexion,err_lower_case,B_as_first_letter
Bourg,byːʁ,nom propre,err_lower_case,B_as_first_letter
Bourg,byʁk,nom propre,err_lower_case,B_as_first_letter
Bourgheim,buʁk.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Bourgtheroulde,buʁ.tʁud,nom propre,err_lower_case,B_as_first_letter
Bourgvilain,buʁ.vi.lɛ̃.dɔʁ,nom propre,err_lower_case,B_as_first_letter
Bretillienne,bʁe.ti.ljɛ̃nɛn,nom,err_lower_case,B_as_first_letter
Breuschwickersheim,bʁœj.ʃvi.kəʁs.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Brignancourt,ʁi.ɲɑ̃.kuʁ,nom propre,err_lower_case,B_as_first_letter
Brinckheim,bʁiɲk.(h)ajm,nom propre,err_lower_case,B_as_first_letter
Broons,bʁɔ,nom propre,err_lower_case,B_as_first_letter
Brossardien,bʁɔ.saʁ.dɛ̃,nom,err_lower_case,B_as_first_letter
Broughtonnais,bʁɔ.tɔ.nɛ,nom,err_lower_case,B_as_first_letter
Broughtonnien,bʁɔ.tɔ.njɛ̃,nom,err_lower_case,B_as_first_letter
Broughtonniens,bʁɔ.tɔ.njɛ̃,nom_flexion,err_lower_case,B_as_first_letter
Broughtonnois,bʁɔ.tɔ.nwa,nom,err_lower_case,B_as_first_letter
Broult,bʁu,nom de famille,err_lower_case,B_as_first_letter
Bruggeman,bʁuʒman,nom de famille,err_lower_case,B_as_first_letter
Brumbeat,bʁəm.bit,nom,err_lower_case,B_as_first_letter
Bruz,bʁɥ,nom propre,err_lower_case,B_as_first_letter
Brénaz,bʁe.na,nom propre,err_lower_case,B_as_first_letter
Brénod,bʁe.no,nom propre,err_lower_case,B_as_first_letter
Buckinghamois,bɔ.ki.ɲa.mwa,nom,err_lower_case,B_as_first_letter
Buffières,by.fjeʁ,nom propre,err_lower_case,B_as_first_letter
Bulawayo,bu.la.wa.yo,nom propre,err_lower_case,B_as_first_letter
Bulgare,byl.ɡaːʁ,nom,err_lower_case,B_as_first_letter
Bulgares,byl.ɡaːʁ,nom_flexion,err_lower_case,B_as_first_letter
Burlington,bœʁ.liŋ.tən,nom propre,err_lower_case,B_as_first_letter
Bâul,bol,nom,err_lower_case,B_as_first_letter
Bâuls,bol,nom_flexion,err_lower_case,B_as_first_letter
Bérel,bu.je,nom de famille,err_lower_case,B_as_first_letter
C++,se.plys.plys,nom propre,err_lower_case,C_as_first_letter
